call_id,customer_id,call_duration_seconds,call_time_of_day,call_outcome,order_value_vnd,agent_id,follow_up_required
CALL-53384,CUST-23831,73,Evening (17-20h),Success,960000,AGT-002,False
CALL-97467,CUST-23831,174,Afternoon (13-17h),Success,732000,AGT-015,False
CALL-50658,CUST-23831,92,Evening (17-20h),Not Interested,0,AGT-004,False
CALL-39059,CUST-52775,44,Morning (8-11h),No Answer,0,AGT-005,False
CALL-31537,CUST-52775,20,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-45710,CUST-52775,225,Afternoon (13-17h),Success,680000,AGT-001,False
CALL-76838,CUST-52775,135,Morning (8-11h),Success,350000,AGT-003,False
CALL-65838,CUST-52775,119,Afternoon (13-17h),Call Back Later,0,AGT-002,True
CALL-38695,CUST-85659,6,Noon (11-13h),Not Interested,0,AGT-006,False
CALL-91441,CUST-85659,45,Morning (8-11h),Not Interested,0,AGT-008,False
CALL-95131,CUST-85659,122,Morning (8-11h),Success,1342000,AGT-001,False
CALL-33013,CUST-85659,166,Afternoon (13-17h),Success,599000,AGT-008,False
CALL-25925,CUST-85659,5,Morning (8-11h),No Answer,0,AGT-004,False
CALL-51324,CUST-85659,118,Afternoon (13-17h),Success,791000,AGT-002,False
CALL-64655,CUST-82448,144,Morning (8-11h),Success,622000,AGT-009,False
CALL-85913,CUST-82448,51,Morning (8-11h),Call Back Later,0,AGT-018,True
CALL-98085,CUST-82448,267,Afternoon (13-17h),Success,579000,AGT-004,False
CALL-21058,CUST-82448,34,Evening (17-20h),Success,1103000,AGT-011,False
CALL-54140,CUST-82448,147,Morning (8-11h),Call Back Later,0,AGT-020,True
CALL-32253,CUST-82448,78,Evening (17-20h),Success,1139000,AGT-019,False
CALL-71567,CUST-82448,179,Afternoon (13-17h),Not Interested,0,AGT-004,False
CALL-17797,CUST-33704,114,Morning (8-11h),Success,1518000,AGT-001,False
CALL-40301,CUST-33361,248,Noon (11-13h),Success,728000,AGT-003,False
CALL-57888,CUST-33361,44,Afternoon (13-17h),No Answer,0,AGT-006,False
CALL-72077,CUST-33361,78,Morning (8-11h),Success,834000,AGT-016,False
CALL-26385,CUST-28586,181,Afternoon (13-17h),Success,996000,AGT-014,False
CALL-13589,CUST-28586,129,Morning (8-11h),Success,918000,AGT-013,False
CALL-36589,CUST-28586,184,Evening (17-20h),Success,532000,AGT-001,False
CALL-17300,CUST-28586,208,Noon (11-13h),Success,2500000,AGT-009,False
CALL-85420,CUST-28586,201,Evening (17-20h),Success,1290000,AGT-009,False
CALL-29428,CUST-28586,144,Noon (11-13h),No Answer,0,AGT-009,False
CALL-22579,CUST-49002,205,Morning (8-11h),No Answer,0,AGT-002,False
CALL-50915,CUST-49002,105,Noon (11-13h),Not Interested,0,AGT-013,False
CALL-24780,CUST-49002,172,Noon (11-13h),Not Interested,0,AGT-002,False
CALL-56806,CUST-49002,39,Noon (11-13h),Success,1891000,AGT-001,False
CALL-31133,CUST-12888,133,Afternoon (13-17h),Call Back Later,0,AGT-020,True
CALL-74001,CUST-12888,139,Afternoon (13-17h),Success,1506000,AGT-014,False
CALL-97640,CUST-12888,342,Evening (17-20h),Success,797000,AGT-004,False
CALL-67285,CUST-12888,96,Afternoon (13-17h),Success,1890000,AGT-004,False
CALL-83610,CUST-12888,29,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-42884,CUST-12888,28,Morning (8-11h),Not Interested,0,AGT-014,False
CALL-56866,CUST-88760,341,Afternoon (13-17h),Success,350000,AGT-006,False
CALL-61524,CUST-96713,295,Afternoon (13-17h),Success,786000,AGT-004,False
CALL-51277,CUST-52236,153,Morning (8-11h),Success,716000,AGT-006,False
CALL-68271,CUST-52236,21,Morning (8-11h),Call Back Later,0,AGT-002,True
CALL-86267,CUST-52236,155,Morning (8-11h),Success,798000,AGT-005,False
CALL-68585,CUST-52236,165,Afternoon (13-17h),Success,492000,AGT-002,False
CALL-12234,CUST-52236,119,Afternoon (13-17h),No Answer,0,AGT-014,False
CALL-83260,CUST-52236,154,Noon (11-13h),Success,796000,AGT-001,False
CALL-38236,CUST-42862,85,Morning (8-11h),Success,752000,AGT-007,False
CALL-25439,CUST-42862,21,Morning (8-11h),Success,431000,AGT-007,False
CALL-41788,CUST-42862,223,Noon (11-13h),Success,513000,AGT-002,False
CALL-39238,CUST-42862,149,Afternoon (13-17h),Success,537000,AGT-019,False
CALL-32053,CUST-42862,295,Afternoon (13-17h),Success,1168000,AGT-008,False
CALL-35487,CUST-45687,198,Evening (17-20h),Not Interested,0,AGT-006,False
CALL-90749,CUST-67495,56,Afternoon (13-17h),Success,1027000,AGT-010,False
CALL-16503,CUST-25285,16,Afternoon (13-17h),No Answer,0,AGT-011,False
CALL-81954,CUST-25285,162,Noon (11-13h),Success,1441000,AGT-001,False
CALL-76663,CUST-57842,119,Noon (11-13h),No Answer,0,AGT-005,False
CALL-56545,CUST-57842,126,Afternoon (13-17h),Success,1694000,AGT-013,False
CALL-32016,CUST-57842,151,Afternoon (13-17h),Success,1034000,AGT-001,False
CALL-41445,CUST-56828,13,Morning (8-11h),Not Interested,0,AGT-005,False
CALL-58485,CUST-56828,104,Afternoon (13-17h),Success,512000,AGT-014,False
CALL-85248,CUST-56828,56,Afternoon (13-17h),Not Interested,0,AGT-010,False
CALL-81363,CUST-56828,134,Evening (17-20h),Success,1318000,AGT-004,False
CALL-79719,CUST-56828,59,Evening (17-20h),Not Interested,0,AGT-002,False
CALL-34977,CUST-56828,85,Morning (8-11h),Success,477000,AGT-001,False
CALL-83187,CUST-56828,81,Noon (11-13h),Call Back Later,0,AGT-013,True
CALL-38397,CUST-56828,85,Morning (8-11h),Success,1327000,AGT-019,False
CALL-14673,CUST-53377,213,Afternoon (13-17h),Call Back Later,0,AGT-006,True
CALL-54183,CUST-53377,80,Evening (17-20h),Success,615000,AGT-016,True
CALL-46465,CUST-53377,226,Afternoon (13-17h),Call Back Later,0,AGT-005,True
CALL-42765,CUST-53377,8,Morning (8-11h),No Answer,0,AGT-002,False
CALL-98165,CUST-53377,60,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-62762,CUST-53377,12,Morning (8-11h),Not Interested,0,AGT-009,False
CALL-55010,CUST-53377,190,Morning (8-11h),Success,350000,AGT-005,True
CALL-18274,CUST-53377,109,Morning (8-11h),No Answer,0,AGT-015,False
CALL-34990,CUST-53377,94,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-71629,CUST-53377,68,Evening (17-20h),Success,472000,AGT-015,False
CALL-91819,CUST-53377,214,Morning (8-11h),Not Interested,0,AGT-012,False
CALL-62616,CUST-53377,140,Morning (8-11h),Call Back Later,0,AGT-018,True
CALL-28932,CUST-21133,69,Morning (8-11h),Success,350000,AGT-013,False
CALL-90359,CUST-21133,436,Noon (11-13h),Success,1341000,AGT-003,False
CALL-94772,CUST-21133,84,Morning (8-11h),Call Back Later,0,AGT-012,True
CALL-71809,CUST-21133,20,Morning (8-11h),Call Back Later,0,AGT-007,True
CALL-20974,CUST-21133,247,Evening (17-20h),Success,814000,AGT-017,False
CALL-83531,CUST-21133,72,Afternoon (13-17h),Success,885000,AGT-011,False
CALL-13529,CUST-21133,48,Morning (8-11h),Not Interested,0,AGT-004,False
CALL-35246,CUST-21133,182,Noon (11-13h),Success,873000,AGT-017,False
CALL-69334,CUST-21133,151,Noon (11-13h),Success,1064000,AGT-005,False
CALL-62259,CUST-21133,67,Noon (11-13h),Success,2500000,AGT-002,False
CALL-16075,CUST-21133,63,Morning (8-11h),Success,1820000,AGT-001,False
CALL-52015,CUST-21133,206,Noon (11-13h),Success,820000,AGT-003,False
CALL-56838,CUST-21133,124,Evening (17-20h),Success,518000,AGT-017,True
CALL-95143,CUST-21133,207,Afternoon (13-17h),Success,1083000,AGT-013,False
CALL-80790,CUST-56635,104,Morning (8-11h),No Answer,0,AGT-005,False
CALL-87267,CUST-35092,41,Afternoon (13-17h),Success,1097000,AGT-001,False
CALL-78188,CUST-35092,151,Noon (11-13h),Success,507000,AGT-007,False
CALL-62583,CUST-60309,167,Afternoon (13-17h),Success,359000,AGT-014,False
CALL-75768,CUST-60309,92,Noon (11-13h),Success,1111000,AGT-001,False
CALL-65906,CUST-60309,104,Afternoon (13-17h),Call Back Later,0,AGT-003,True
CALL-74997,CUST-60309,48,Afternoon (13-17h),No Answer,0,AGT-018,False
CALL-50606,CUST-60309,26,Afternoon (13-17h),Call Back Later,0,AGT-004,True
CALL-58125,CUST-17871,188,Evening (17-20h),Success,1639000,AGT-012,False
CALL-70066,CUST-17871,38,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-17052,CUST-17871,148,Afternoon (13-17h),Not Interested,0,AGT-005,False
CALL-69924,CUST-17871,219,Afternoon (13-17h),Success,866000,AGT-002,False
CALL-57579,CUST-17871,169,Noon (11-13h),Success,788000,AGT-002,False
CALL-71174,CUST-17871,196,Afternoon (13-17h),Success,984000,AGT-013,False
CALL-42524,CUST-17871,267,Morning (8-11h),Success,797000,AGT-020,False
CALL-93573,CUST-17871,17,Afternoon (13-17h),Not Interested,0,AGT-005,False
CALL-17591,CUST-17871,168,Afternoon (13-17h),Call Back Later,0,AGT-003,True
CALL-53822,CUST-85843,128,Afternoon (13-17h),Success,682000,AGT-013,False
CALL-99916,CUST-85843,127,Afternoon (13-17h),Success,1062000,AGT-005,False
CALL-98972,CUST-22028,169,Morning (8-11h),Success,1824000,AGT-005,False
CALL-93668,CUST-22028,30,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-72244,CUST-75265,296,Afternoon (13-17h),Success,1559000,AGT-004,False
CALL-98074,CUST-75265,156,Noon (11-13h),Success,1303000,AGT-013,False
CALL-60297,CUST-75265,15,Morning (8-11h),Not Interested,0,AGT-003,False
CALL-72655,CUST-75265,179,Morning (8-11h),Not Interested,0,AGT-001,False
CALL-75852,CUST-75265,17,Morning (8-11h),Not Interested,0,AGT-001,False
CALL-65910,CUST-75265,219,Afternoon (13-17h),Success,387000,AGT-011,False
CALL-35584,CUST-75265,215,Morning (8-11h),Success,1585000,AGT-007,False
CALL-75563,CUST-75265,38,Afternoon (13-17h),Not Interested,0,AGT-002,False
CALL-49918,CUST-92089,20,Morning (8-11h),No Answer,0,AGT-003,False
CALL-58463,CUST-92089,163,Afternoon (13-17h),Call Back Later,0,AGT-002,True
CALL-26401,CUST-92089,18,Afternoon (13-17h),No Answer,0,AGT-002,False
CALL-68999,CUST-92089,92,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-94303,CUST-92089,325,Afternoon (13-17h),Success,459000,AGT-004,False
CALL-38225,CUST-92089,99,Afternoon (13-17h),Not Interested,0,AGT-014,True
CALL-27993,CUST-92089,212,Morning (8-11h),Call Back Later,0,AGT-019,True
CALL-53077,CUST-92089,275,Afternoon (13-17h),Success,1798000,AGT-001,True
CALL-13669,CUST-92089,249,Afternoon (13-17h),Success,908000,AGT-001,False
CALL-53495,CUST-92089,132,Afternoon (13-17h),Success,455000,AGT-004,False
CALL-46575,CUST-20248,55,Evening (17-20h),No Answer,0,AGT-001,False
CALL-77086,CUST-20248,276,Afternoon (13-17h),Success,712000,AGT-007,False
CALL-55230,CUST-46419,5,Afternoon (13-17h),No Answer,0,AGT-009,False
CALL-87263,CUST-46419,27,Morning (8-11h),Call Back Later,0,AGT-009,True
CALL-54025,CUST-46419,127,Afternoon (13-17h),Success,1335000,AGT-017,False
CALL-57819,CUST-46419,317,Evening (17-20h),Call Back Later,0,AGT-001,True
CALL-27031,CUST-46419,268,Evening (17-20h),Success,350000,AGT-011,False
CALL-46344,CUST-46419,94,Afternoon (13-17h),Success,1234000,AGT-007,False
CALL-58894,CUST-15464,219,Morning (8-11h),Success,2257000,AGT-010,False
CALL-86321,CUST-15464,109,Morning (8-11h),Success,1048000,AGT-002,False
CALL-71577,CUST-15464,80,Evening (17-20h),Success,512000,AGT-001,False
CALL-55798,CUST-15464,168,Afternoon (13-17h),No Answer,0,AGT-007,False
CALL-29435,CUST-15464,97,Afternoon (13-17h),Call Back Later,0,AGT-002,True
CALL-87032,CUST-15464,158,Noon (11-13h),Success,1374000,AGT-014,False
CALL-58416,CUST-15464,233,Morning (8-11h),Success,725000,AGT-020,False
CALL-26904,CUST-15464,186,Afternoon (13-17h),Not Interested,0,AGT-014,False
CALL-12056,CUST-84443,37,Afternoon (13-17h),No Answer,0,AGT-010,False
CALL-98152,CUST-84443,63,Morning (8-11h),Success,528000,AGT-016,False
CALL-92819,CUST-84443,321,Afternoon (13-17h),Success,708000,AGT-015,False
CALL-14260,CUST-84443,220,Noon (11-13h),Not Interested,0,AGT-010,False
CALL-30847,CUST-84443,131,Evening (17-20h),Success,1807000,AGT-006,False
CALL-65323,CUST-69459,83,Afternoon (13-17h),Not Interested,0,AGT-017,False
CALL-98859,CUST-69459,214,Evening (17-20h),Call Back Later,0,AGT-002,True
CALL-35662,CUST-69459,72,Noon (11-13h),Success,1376000,AGT-005,False
CALL-75730,CUST-69459,162,Morning (8-11h),Success,1242000,AGT-002,False
CALL-27204,CUST-69459,105,Afternoon (13-17h),Success,1321000,AGT-003,False
CALL-61529,CUST-69459,134,Noon (11-13h),Success,483000,AGT-011,False
CALL-73478,CUST-69459,90,Afternoon (13-17h),Call Back Later,0,AGT-004,True
CALL-41232,CUST-69459,195,Afternoon (13-17h),Success,350000,AGT-001,False
CALL-11617,CUST-56793,10,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-66475,CUST-49021,34,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-63856,CUST-49021,93,Morning (8-11h),Success,521000,AGT-002,False
CALL-73483,CUST-49021,124,Morning (8-11h),Success,1230000,AGT-002,False
CALL-79761,CUST-88643,288,Noon (11-13h),Success,818000,AGT-005,False
CALL-21841,CUST-88643,229,Afternoon (13-17h),Success,896000,AGT-002,False
CALL-75270,CUST-88643,24,Afternoon (13-17h),Not Interested,0,AGT-003,False
CALL-12260,CUST-88643,136,Afternoon (13-17h),Success,899000,AGT-006,False
CALL-89477,CUST-88643,120,Afternoon (13-17h),Success,466000,AGT-017,False
CALL-40553,CUST-88643,18,Afternoon (13-17h),No Answer,0,AGT-005,False
CALL-41895,CUST-88643,162,Afternoon (13-17h),Success,1206000,AGT-006,False
CALL-68814,CUST-88643,139,Morning (8-11h),Success,484000,AGT-005,False
CALL-28043,CUST-46298,232,Afternoon (13-17h),Success,795000,AGT-011,False
CALL-85002,CUST-46298,126,Afternoon (13-17h),Success,982000,AGT-001,False
CALL-35613,CUST-46298,56,Afternoon (13-17h),No Answer,0,AGT-016,False
CALL-29113,CUST-46298,125,Afternoon (13-17h),Success,1374000,AGT-001,True
CALL-83229,CUST-46298,36,Morning (8-11h),No Answer,0,AGT-004,False
CALL-26195,CUST-46298,95,Morning (8-11h),No Answer,0,AGT-009,False
CALL-66641,CUST-46298,50,Afternoon (13-17h),No Answer,0,AGT-004,False
CALL-57760,CUST-69559,282,Morning (8-11h),Success,616000,AGT-001,False
CALL-90497,CUST-69559,106,Morning (8-11h),No Answer,0,AGT-005,False
CALL-84352,CUST-89434,49,Evening (17-20h),No Answer,0,AGT-005,False
CALL-41804,CUST-89434,336,Evening (17-20h),Not Interested,0,AGT-005,False
CALL-95527,CUST-89434,115,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-67376,CUST-89434,59,Morning (8-11h),No Answer,0,AGT-003,False
CALL-30712,CUST-89434,85,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-86932,CUST-89434,202,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-26540,CUST-89434,165,Noon (11-13h),Success,1426000,AGT-006,False
CALL-64251,CUST-89434,134,Afternoon (13-17h),Success,1522000,AGT-002,False
CALL-87288,CUST-69750,33,Morning (8-11h),No Answer,0,AGT-001,False
CALL-14363,CUST-69750,320,Afternoon (13-17h),Success,977000,AGT-005,False
CALL-50101,CUST-69750,224,Morning (8-11h),Success,623000,AGT-002,False
CALL-32175,CUST-69750,449,Evening (17-20h),Success,350000,AGT-002,False
CALL-13920,CUST-69750,107,Noon (11-13h),No Answer,0,AGT-001,False
CALL-44661,CUST-69750,114,Morning (8-11h),Success,459000,AGT-004,False
CALL-47555,CUST-69750,9,Morning (8-11h),Not Interested,0,AGT-008,False
CALL-69900,CUST-69750,94,Morning (8-11h),Success,350000,AGT-002,False
CALL-89380,CUST-69750,21,Morning (8-11h),Not Interested,0,AGT-004,False
CALL-76640,CUST-69750,87,Afternoon (13-17h),Not Interested,0,AGT-002,False
CALL-11905,CUST-69750,259,Morning (8-11h),Success,2500000,AGT-005,False
CALL-38808,CUST-69750,162,Afternoon (13-17h),Success,595000,AGT-002,False
CALL-23985,CUST-69750,274,Afternoon (13-17h),Success,704000,AGT-012,False
CALL-68218,CUST-69750,212,Evening (17-20h),Success,925000,AGT-002,True
CALL-17142,CUST-69750,93,Afternoon (13-17h),No Answer,0,AGT-006,False
CALL-14256,CUST-69750,38,Afternoon (13-17h),Success,601000,AGT-002,False
CALL-55577,CUST-69750,220,Morning (8-11h),Success,350000,AGT-001,False
CALL-26212,CUST-69750,107,Afternoon (13-17h),No Answer,0,AGT-014,False
CALL-29580,CUST-69750,247,Evening (17-20h),Success,744000,AGT-009,False
CALL-25801,CUST-43070,143,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-14900,CUST-43070,164,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-96888,CUST-62342,208,Afternoon (13-17h),Success,1372000,AGT-020,False
CALL-66142,CUST-77316,296,Noon (11-13h),Success,678000,AGT-009,False
CALL-52107,CUST-77316,104,Afternoon (13-17h),Success,804000,AGT-001,False
CALL-54196,CUST-77316,107,Evening (17-20h),Success,475000,AGT-001,False
CALL-92354,CUST-77316,201,Afternoon (13-17h),Call Back Later,0,AGT-004,True
CALL-77547,CUST-77316,59,Evening (17-20h),Success,1229000,AGT-003,False
CALL-63097,CUST-77316,191,Afternoon (13-17h),Call Back Later,0,AGT-015,True
CALL-19144,CUST-77316,213,Afternoon (13-17h),Success,567000,AGT-008,False
CALL-61320,CUST-77316,489,Afternoon (13-17h),Success,839000,AGT-020,False
CALL-36908,CUST-88056,184,Afternoon (13-17h),Success,1193000,AGT-002,False
CALL-31210,CUST-88056,280,Noon (11-13h),No Answer,0,AGT-002,False
CALL-20262,CUST-88056,91,Afternoon (13-17h),Success,623000,AGT-008,False
CALL-37800,CUST-90100,85,Afternoon (13-17h),Success,350000,AGT-015,False
CALL-19295,CUST-90100,114,Afternoon (13-17h),No Answer,0,AGT-015,False
CALL-78206,CUST-41852,71,Morning (8-11h),No Answer,0,AGT-005,False
CALL-59817,CUST-41852,189,Noon (11-13h),Success,1168000,AGT-003,False
CALL-31495,CUST-41852,54,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-18415,CUST-41852,51,Afternoon (13-17h),No Answer,0,AGT-009,False
CALL-38144,CUST-41852,47,Morning (8-11h),Not Interested,0,AGT-008,False
CALL-80572,CUST-41852,165,Afternoon (13-17h),Not Interested,0,AGT-008,False
CALL-14702,CUST-41852,52,Evening (17-20h),Not Interested,0,AGT-001,False
CALL-51299,CUST-41852,51,Morning (8-11h),Not Interested,0,AGT-005,False
CALL-15380,CUST-41852,52,Evening (17-20h),No Answer,0,AGT-014,False
CALL-71426,CUST-49363,9,Morning (8-11h),Not Interested,0,AGT-009,False
CALL-20277,CUST-49363,81,Morning (8-11h),Success,848000,AGT-004,False
CALL-45782,CUST-44782,193,Afternoon (13-17h),Success,1592000,AGT-012,True
CALL-57238,CUST-44782,177,Evening (17-20h),Success,740000,AGT-003,True
CALL-33621,CUST-54835,181,Afternoon (13-17h),Not Interested,0,AGT-007,False
CALL-42528,CUST-13854,212,Morning (8-11h),Success,655000,AGT-009,False
CALL-27176,CUST-13854,196,Morning (8-11h),Not Interested,0,AGT-015,False
CALL-30361,CUST-13854,91,Evening (17-20h),Success,890000,AGT-002,False
CALL-55454,CUST-13854,200,Morning (8-11h),Call Back Later,0,AGT-009,True
CALL-71946,CUST-13854,45,Morning (8-11h),No Answer,0,AGT-002,False
CALL-29827,CUST-13854,132,Afternoon (13-17h),Not Interested,0,AGT-005,False
CALL-71966,CUST-56881,47,Morning (8-11h),Not Interested,0,AGT-005,False
CALL-78947,CUST-56881,73,Afternoon (13-17h),Not Interested,0,AGT-020,False
CALL-62618,CUST-56881,294,Evening (17-20h),Not Interested,0,AGT-002,False
CALL-23944,CUST-56881,92,Afternoon (13-17h),Success,1061000,AGT-002,False
CALL-85534,CUST-56881,72,Noon (11-13h),Success,1940000,AGT-006,False
CALL-96211,CUST-56881,232,Afternoon (13-17h),Success,999000,AGT-001,False
CALL-42538,CUST-56881,66,Noon (11-13h),Not Interested,0,AGT-001,False
CALL-85828,CUST-93531,173,Evening (17-20h),Success,350000,AGT-019,False
CALL-47457,CUST-49579,143,Afternoon (13-17h),Success,488000,AGT-001,False
CALL-26184,CUST-49579,111,Afternoon (13-17h),Success,733000,AGT-007,False
CALL-25561,CUST-50918,60,Evening (17-20h),Not Interested,0,AGT-006,False
CALL-28453,CUST-50918,352,Afternoon (13-17h),Call Back Later,0,AGT-007,True
CALL-18608,CUST-50918,69,Morning (8-11h),Not Interested,0,AGT-004,False
CALL-98937,CUST-66691,305,Evening (17-20h),Success,413000,AGT-012,False
CALL-79856,CUST-66691,182,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-37364,CUST-16546,230,Morning (8-11h),Call Back Later,0,AGT-011,True
CALL-24733,CUST-16546,141,Noon (11-13h),Success,720000,AGT-002,False
CALL-42433,CUST-64881,360,Evening (17-20h),Success,773000,AGT-006,False
CALL-58800,CUST-57980,426,Afternoon (13-17h),Success,792000,AGT-001,False
CALL-23711,CUST-57980,101,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-42742,CUST-57980,73,Morning (8-11h),Success,1474000,AGT-006,False
CALL-71493,CUST-57980,130,Noon (11-13h),Call Back Later,0,AGT-001,True
CALL-92330,CUST-57980,98,Morning (8-11h),Call Back Later,0,AGT-002,True
CALL-94209,CUST-85514,273,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-94525,CUST-23394,189,Afternoon (13-17h),Success,1046000,AGT-009,False
CALL-47643,CUST-23394,41,Morning (8-11h),No Answer,0,AGT-012,False
CALL-80630,CUST-23394,40,Evening (17-20h),Not Interested,0,AGT-001,True
CALL-68205,CUST-23394,147,Afternoon (13-17h),Success,885000,AGT-009,False
CALL-82295,CUST-72190,272,Afternoon (13-17h),Success,1007000,AGT-006,False
CALL-55943,CUST-72190,63,Noon (11-13h),Success,350000,AGT-002,False
CALL-61745,CUST-89931,178,Noon (11-13h),Success,637000,AGT-014,False
CALL-27669,CUST-89931,213,Noon (11-13h),Success,2024000,AGT-005,False
CALL-32495,CUST-14278,185,Afternoon (13-17h),Success,1596000,AGT-003,True
CALL-74451,CUST-14278,32,Afternoon (13-17h),No Answer,0,AGT-006,False
CALL-96192,CUST-14278,88,Noon (11-13h),Not Interested,0,AGT-011,False
CALL-29842,CUST-14278,89,Evening (17-20h),Success,1292000,AGT-001,False
CALL-40794,CUST-14278,213,Noon (11-13h),Success,350000,AGT-001,False
CALL-77335,CUST-69285,81,Afternoon (13-17h),Success,1171000,AGT-001,False
CALL-84396,CUST-69285,43,Noon (11-13h),No Answer,0,AGT-001,False
CALL-25148,CUST-12092,203,Morning (8-11h),Success,774000,AGT-020,False
CALL-85731,CUST-71571,55,Evening (17-20h),Not Interested,0,AGT-009,False
CALL-96976,CUST-71571,22,Afternoon (13-17h),Call Back Later,0,AGT-008,True
CALL-93312,CUST-71571,85,Morning (8-11h),Success,1376000,AGT-006,False
CALL-52447,CUST-71571,25,Noon (11-13h),No Answer,0,AGT-003,False
CALL-63024,CUST-71571,18,Evening (17-20h),Not Interested,0,AGT-001,False
CALL-46060,CUST-71571,7,Afternoon (13-17h),Not Interested,0,AGT-001,False
CALL-84134,CUST-71571,169,Afternoon (13-17h),Call Back Later,0,AGT-007,True
CALL-47299,CUST-71571,123,Afternoon (13-17h),Success,2429000,AGT-002,False
CALL-98211,CUST-12361,480,Noon (11-13h),Success,364000,AGT-009,False
CALL-31385,CUST-12361,73,Afternoon (13-17h),Call Back Later,0,AGT-009,True
CALL-18523,CUST-12361,331,Evening (17-20h),Call Back Later,0,AGT-018,True
CALL-87625,CUST-65491,176,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-55362,CUST-65491,78,Evening (17-20h),Call Back Later,0,AGT-018,True
CALL-90425,CUST-65491,46,Evening (17-20h),No Answer,0,AGT-005,False
CALL-26026,CUST-65491,146,Noon (11-13h),Success,2308000,AGT-011,True
CALL-62088,CUST-65491,53,Evening (17-20h),Success,456000,AGT-001,False
CALL-90700,CUST-65491,144,Morning (8-11h),Call Back Later,0,AGT-009,True
CALL-91099,CUST-24485,51,Afternoon (13-17h),Call Back Later,0,AGT-003,True
CALL-85259,CUST-24485,38,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-34483,CUST-50228,16,Afternoon (13-17h),Not Interested,0,AGT-005,False
CALL-20366,CUST-13578,136,Evening (17-20h),Call Back Later,0,AGT-003,True
CALL-37158,CUST-13578,113,Afternoon (13-17h),Success,1513000,AGT-009,False
CALL-89517,CUST-13578,37,Evening (17-20h),Call Back Later,0,AGT-002,True
CALL-27502,CUST-13578,104,Morning (8-11h),Success,833000,AGT-007,False
CALL-69173,CUST-13578,26,Afternoon (13-17h),No Answer,0,AGT-005,False
CALL-94413,CUST-13578,121,Morning (8-11h),Call Back Later,0,AGT-005,True
CALL-15594,CUST-13578,107,Morning (8-11h),Not Interested,0,AGT-007,False
CALL-83698,CUST-13578,196,Evening (17-20h),Success,651000,AGT-013,False
CALL-15767,CUST-13578,24,Afternoon (13-17h),Call Back Later,0,AGT-009,True
CALL-79481,CUST-13578,7,Morning (8-11h),Not Interested,0,AGT-002,False
CALL-92052,CUST-13578,311,Afternoon (13-17h),Success,2043000,AGT-001,False
CALL-25257,CUST-13578,157,Afternoon (13-17h),Success,1282000,AGT-008,False
CALL-91321,CUST-31022,63,Evening (17-20h),Success,764000,AGT-003,False
CALL-43509,CUST-31022,293,Morning (8-11h),Success,423000,AGT-007,False
CALL-82614,CUST-31022,472,Morning (8-11h),Call Back Later,0,AGT-001,True
CALL-63123,CUST-31022,165,Afternoon (13-17h),Success,502000,AGT-001,False
CALL-22342,CUST-31022,104,Noon (11-13h),Call Back Later,0,AGT-001,True
CALL-42324,CUST-31022,33,Afternoon (13-17h),Call Back Later,0,AGT-006,True
CALL-31147,CUST-36511,82,Morning (8-11h),Not Interested,0,AGT-018,False
CALL-57141,CUST-36511,33,Afternoon (13-17h),Call Back Later,0,AGT-002,True
CALL-75146,CUST-44980,163,Morning (8-11h),Not Interested,0,AGT-003,False
CALL-21235,CUST-44980,573,Noon (11-13h),Call Back Later,0,AGT-008,True
CALL-93392,CUST-44980,177,Evening (17-20h),Success,2150000,AGT-017,False
CALL-13140,CUST-44980,294,Morning (8-11h),Success,1199000,AGT-001,False
CALL-19173,CUST-25132,101,Morning (8-11h),Success,1091000,AGT-001,False
CALL-63800,CUST-25132,159,Afternoon (13-17h),Call Back Later,0,AGT-001,True
CALL-14567,CUST-25132,90,Morning (8-11h),Call Back Later,0,AGT-012,True
CALL-61643,CUST-25132,23,Afternoon (13-17h),Not Interested,0,AGT-018,False
CALL-42585,CUST-25132,10,Afternoon (13-17h),No Answer,0,AGT-001,False
CALL-90493,CUST-25132,537,Evening (17-20h),Success,1217000,AGT-012,False
CALL-19488,CUST-25132,69,Morning (8-11h),Not Interested,0,AGT-002,False
CALL-99889,CUST-25132,103,Evening (17-20h),Not Interested,0,AGT-015,False
