customer_id,age,gender,location,customer_tier,preferred_style,lifetime_purchases
CUST-34138,40,Female,TP. Hồ Chí Minh,New,Casual,0
CUST-26112,54,Female,Cần Thơ,New,Classic,3
CUST-64942,57,Female,Biên Hòa,Silver,Formal,10
CUST-24615,43,Male,TP. Hồ Chí Minh,Silver,Classic,9
CUST-57380,52,Female,TP. Hồ Chí Minh,Silver,Classic,8
CUST-46675,51,Male,Đà Nẵng,Silver,Elegant,2
CUST-87795,66,Female,TP. Hồ Chí Minh,Silver,Elegant,0
CUST-18050,67,Female,Hà Nội,New,Formal,2
CUST-89292,40,Female,Biên Hòa,Silver,Elegant,7
CUST-60608,71,Female,Nha Trang,Gold,Formal,14
CUST-21215,44,Female,Biên Hòa,Silver,Elegant,6
CUST-44303,59,Female,Hà Nội,Gold,Classic,12
CUST-61665,59,Female,Hà Nội,Gold,Elegant,9
CUST-61062,44,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-97762,55,Female,Biên Hòa,Silver,Elegant,4
CUST-58903,51,Female,Hà Nội,Silver,Classic,7
CUST-11465,56,Female,Hà Nội,New,Formal,0
CUST-91675,53,Female,Hà Nội,New,Casual,1
CUST-10354,61,Female,Cần Thơ,New,Elegant,1
CUST-33419,52,Female,Nha Trang,New,Casual,0
CUST-97653,50,Female,Hải Phòng,Silver,Classic,1
CUST-20725,60,Female,Hà Nội,New,Elegant,2
CUST-54835,56,Female,Cần Thơ,New,Classic,2
CUST-80208,57,Female,TP. Hồ Chí Minh,Silver,Formal,12
CUST-25285,46,Female,Hà Nội,New,Classic,0
CUST-15323,43,Female,TP. Hồ Chí Minh,Gold,Casual,11
CUST-71259,47,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-69239,47,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-22703,58,Female,Biên Hòa,Gold,Classic,10
CUST-78626,59,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-21139,50,Female,TP. Hồ Chí Minh,Silver,Classic,8
CUST-30885,63,Female,Hải Phòng,Silver,Elegant,9
CUST-62489,62,Female,Hải Phòng,New,Classic,0
CUST-23076,53,Female,Hà Nội,Silver,Formal,7
CUST-88672,45,Female,Đà Nẵng,New,Elegant,2
CUST-20976,64,Female,TP. Hồ Chí Minh,New,Elegant,3
CUST-38035,51,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-83011,53,Female,Cần Thơ,Silver,Elegant,5
CUST-75289,49,Female,Đà Nẵng,New,Sporty,1
CUST-36652,44,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-72595,40,Female,Hà Nội,New,Casual,1
CUST-84719,57,Female,TP. Hồ Chí Minh,Silver,Casual,3
CUST-74107,45,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-68271,75,Female,Đà Lạt,Silver,Casual,4
CUST-24629,43,Female,Đà Nẵng,New,Sporty,1
CUST-99333,41,Female,Huế,Silver,Casual,5
CUST-11682,56,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-43889,64,Female,Nha Trang,Gold,Classic,9
CUST-40631,52,Male,Hà Nội,New,Formal,2
CUST-75059,56,Male,TP. Hồ Chí Minh,New,Elegant,1
CUST-12637,40,Female,Hà Nội,New,Casual,0
CUST-86199,46,Female,Hà Nội,New,Classic,3
CUST-16905,43,Female,Đà Lạt,New,Classic,1
CUST-82788,40,Female,Cần Thơ,New,Formal,2
CUST-38083,52,Female,Hải Phòng,Gold,Casual,9
CUST-66206,40,Female,Đà Nẵng,Silver,Elegant,6
CUST-46606,41,Female,Đà Nẵng,New,Casual,0
CUST-55570,47,Female,Hải Phòng,New,Formal,1
CUST-29129,45,Female,Nha Trang,New,Casual,1
CUST-36211,55,Female,Đà Nẵng,New,Formal,1
CUST-63116,54,Female,Cần Thơ,New,Formal,1
CUST-19988,59,Female,TP. Hồ Chí Minh,New,Formal,1
CUST-80668,58,Female,Vũng Tàu,New,Classic,2
CUST-58471,61,Male,Hà Nội,Gold,Classic,8
CUST-38154,51,Female,TP. Hồ Chí Minh,Silver,Formal,5
CUST-23129,54,Female,Đà Lạt,Gold,Formal,10
CUST-81904,56,Female,Hà Nội,New,Elegant,0
CUST-74917,53,Male,Hà Nội,Gold,Elegant,14
CUST-41969,48,Male,TP. Hồ Chí Minh,New,Classic,0
CUST-17025,49,Female,TP. Hồ Chí Minh,New,Casual,0
CUST-97072,45,Female,Biên Hòa,Silver,Formal,3
CUST-90421,55,Female,Huế,New,Casual,1
CUST-63362,51,Female,TP. Hồ Chí Minh,New,Elegant,1
CUST-95626,46,Male,Vũng Tàu,Silver,Classic,3
CUST-50189,46,Female,Hải Phòng,Silver,Formal,9
CUST-59252,42,Female,Huế,Silver,Classic,3
CUST-91254,59,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-31974,52,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-32486,45,Female,Hà Nội,Gold,Formal,16
CUST-35747,58,Female,Hà Nội,New,Classic,1
CUST-85659,47,Female,Cần Thơ,New,Elegant,3
CUST-98015,40,Female,Hà Nội,New,Classic,2
CUST-78360,60,Male,Đà Nẵng,Gold,Sporty,14
CUST-89307,47,Female,Hải Phòng,Silver,Classic,6
CUST-24393,48,Male,Hà Nội,New,Classic,1
CUST-50492,52,Female,TP. Hồ Chí Minh,Gold,Elegant,12
CUST-64758,61,Female,Hải Phòng,New,Classic,3
CUST-57164,52,Female,Đà Lạt,Gold,Formal,13
CUST-85478,42,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-34824,56,Female,Vũng Tàu,New,Classic,4
CUST-10419,48,Female,Huế,New,Formal,1
CUST-53693,67,Female,Hải Phòng,Gold,Classic,10
CUST-85134,51,Female,TP. Hồ Chí Minh,Gold,Formal,14
CUST-70808,40,Female,Cần Thơ,Silver,Elegant,4
CUST-62205,54,Male,Nha Trang,New,Classic,3
CUST-30407,67,Male,TP. Hồ Chí Minh,New,Formal,5
CUST-60350,64,Male,Vũng Tàu,New,Formal,2
CUST-17860,66,Female,Đà Lạt,New,Casual,1
CUST-31374,43,Male,TP. Hồ Chí Minh,New,Casual,0
CUST-52062,59,Female,Cần Thơ,Silver,Formal,8
CUST-64858,46,Male,Đà Nẵng,Silver,Casual,4
CUST-72476,53,Female,Cần Thơ,Gold,Elegant,21
CUST-19786,41,Female,Nha Trang,New,Classic,0
CUST-99642,46,Male,Hà Nội,New,Casual,2
CUST-12767,46,Female,Hà Nội,Silver,Casual,5
CUST-82236,59,Female,TP. Hồ Chí Minh,New,Formal,1
CUST-26660,58,Female,Đà Lạt,Silver,Classic,8
CUST-92530,54,Female,TP. Hồ Chí Minh,Silver,Elegant,2
CUST-10819,41,Female,Đà Lạt,New,Elegant,3
CUST-17946,49,Male,TP. Hồ Chí Minh,New,Formal,1
CUST-91288,46,Male,TP. Hồ Chí Minh,Gold,Elegant,10
CUST-11819,58,Male,Đà Lạt,Silver,Formal,7
CUST-22227,61,Female,Đà Nẵng,Silver,Elegant,3
CUST-38224,60,Female,TP. Hồ Chí Minh,Silver,Classic,7
CUST-14191,45,Female,Hà Nội,Silver,Formal,0
CUST-63403,40,Female,Hà Nội,New,Classic,1
CUST-23311,40,Female,Hà Nội,Silver,Formal,4
CUST-26930,63,Female,TP. Hồ Chí Minh,Gold,Elegant,11
CUST-72957,48,Male,Đà Nẵng,New,Classic,3
CUST-86443,45,Female,TP. Hồ Chí Minh,New,Casual,3
CUST-50768,65,Female,Hà Nội,Silver,Formal,1
CUST-53777,62,Female,TP. Hồ Chí Minh,Silver,Elegant,5
CUST-14297,52,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-52704,49,Female,Vũng Tàu,Silver,Casual,3
CUST-92324,50,Female,TP. Hồ Chí Minh,Silver,Sporty,4
CUST-31844,53,Female,Hà Nội,Silver,Formal,1
CUST-39265,64,Female,Đà Nẵng,New,Formal,2
CUST-75829,55,Female,Đà Lạt,New,Classic,0
CUST-30197,57,Female,Nha Trang,New,Classic,3
CUST-39498,61,Female,Huế,Gold,Formal,14
CUST-70461,42,Female,Biên Hòa,Silver,Formal,4
CUST-86391,58,Female,Hải Phòng,New,Formal,1
CUST-52464,49,Female,Vũng Tàu,Gold,Formal,10
CUST-90897,40,Female,Hà Nội,New,Formal,0
CUST-31458,40,Male,Huế,Silver,Elegant,5
CUST-62872,43,Female,Huế,New,Elegant,1
CUST-38539,56,Female,Đà Lạt,Silver,Sporty,2
CUST-30267,52,Female,TP. Hồ Chí Minh,Silver,Classic,2
CUST-33040,53,Female,Nha Trang,Silver,Elegant,8
CUST-56881,67,Female,Hà Nội,New,Classic,1
CUST-84446,41,Male,Đà Nẵng,New,Casual,2
CUST-51350,51,Female,TP. Hồ Chí Minh,New,Formal,0
CUST-79082,54,Female,Đà Nẵng,Gold,Formal,18
CUST-58779,46,Female,Hải Phòng,New,Elegant,0
CUST-48174,52,Female,TP. Hồ Chí Minh,Silver,Classic,10
CUST-46298,40,Male,Hà Nội,Silver,Elegant,1
CUST-39480,63,Female,TP. Hồ Chí Minh,New,Formal,4
CUST-12588,46,Female,Hải Phòng,New,Elegant,2
CUST-53324,68,Female,Hải Phòng,New,Casual,1
CUST-34325,51,Female,Cần Thơ,Silver,Classic,3
CUST-54977,60,Female,Hà Nội,Gold,Casual,12
CUST-19833,51,Female,Nha Trang,New,Classic,0
CUST-10109,51,Female,Hải Phòng,Gold,Casual,20
CUST-24389,47,Female,Hà Nội,New,Casual,2
CUST-86366,52,Male,TP. Hồ Chí Minh,New,Elegant,1
CUST-46714,54,Female,TP. Hồ Chí Minh,Gold,Classic,10
CUST-19920,45,Female,TP. Hồ Chí Minh,Gold,Classic,12
CUST-35669,50,Female,Hà Nội,New,Classic,2
CUST-10147,47,Female,Hà Nội,Silver,Casual,3
CUST-23409,70,Female,Hà Nội,Gold,Classic,14
CUST-46878,51,Female,Hà Nội,Silver,Formal,7
CUST-30408,64,Female,TP. Hồ Chí Minh,Silver,Elegant,8
CUST-44888,50,Female,Nha Trang,New,Casual,1
CUST-53421,54,Female,Đà Nẵng,New,Elegant,5
CUST-36740,41,Female,TP. Hồ Chí Minh,Silver,Classic,6
CUST-96501,48,Female,Hải Phòng,Silver,Classic,3
CUST-28326,53,Female,Đà Nẵng,New,Casual,1
CUST-49773,64,Female,Hà Nội,New,Elegant,1
CUST-71809,53,Female,TP. Hồ Chí Minh,New,Casual,5
CUST-89480,63,Male,TP. Hồ Chí Minh,New,Classic,1
CUST-15358,57,Female,Đà Nẵng,New,Sporty,3
CUST-78834,65,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-44040,51,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-66268,71,Female,Đà Nẵng,Gold,Formal,11
CUST-19880,48,Female,Vũng Tàu,Silver,Elegant,3
CUST-85430,45,Female,TP. Hồ Chí Minh,New,Casual,0
CUST-14511,42,Female,Đà Nẵng,New,Classic,1
CUST-14206,70,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-37674,58,Female,Cần Thơ,Silver,Elegant,6
CUST-79959,49,Female,Cần Thơ,Silver,Classic,5
CUST-55694,61,Male,Cần Thơ,Silver,Casual,6
CUST-33361,57,Male,Hà Nội,Silver,Classic,8
CUST-50297,67,Female,TP. Hồ Chí Minh,New,Elegant,3
CUST-97179,40,Female,Nha Trang,New,Classic,1
CUST-15802,49,Female,TP. Hồ Chí Minh,New,Formal,3
CUST-60660,48,Female,Vũng Tàu,New,Elegant,2
CUST-31788,40,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-14537,60,Female,TP. Hồ Chí Minh,Silver,Sporty,3
CUST-13637,49,Male,TP. Hồ Chí Minh,New,Formal,5
CUST-36002,57,Female,TP. Hồ Chí Minh,Silver,Elegant,8
CUST-19120,70,Female,Huế,New,Classic,0
CUST-75461,49,Female,Hà Nội,New,Elegant,1
CUST-94989,48,Female,Đà Nẵng,Silver,Formal,7
CUST-93064,52,Male,Đà Nẵng,New,Classic,1
CUST-13174,59,Female,Huế,New,Classic,1
CUST-22368,47,Female,Đà Nẵng,New,Elegant,1
CUST-48342,46,Female,Biên Hòa,Silver,Classic,3
CUST-92770,60,Female,Huế,New,Elegant,3
CUST-55406,55,Female,TP. Hồ Chí Minh,Gold,Casual,19
CUST-79035,40,Female,Huế,Gold,Classic,4
CUST-94605,42,Female,Biên Hòa,Silver,Classic,3
CUST-38246,64,Female,TP. Hồ Chí Minh,New,Formal,0
CUST-99065,55,Female,Đà Nẵng,Silver,Elegant,8
CUST-47829,45,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-19024,50,Female,Hải Phòng,Gold,Classic,9
CUST-38292,52,Female,Hà Nội,Silver,Casual,3
CUST-59789,57,Female,Cần Thơ,New,Elegant,4
CUST-25162,41,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-26400,45,Female,Đà Nẵng,Silver,Classic,4
CUST-51651,54,Female,Hà Nội,Gold,Classic,17
CUST-79756,51,Female,Hải Phòng,Silver,Classic,9
CUST-33649,56,Male,TP. Hồ Chí Minh,New,Elegant,1
CUST-89941,42,Female,Hải Phòng,Silver,Elegant,5
CUST-69484,54,Female,TP. Hồ Chí Minh,Silver,Casual,4
CUST-82155,60,Female,Hà Nội,Silver,Classic,3
CUST-32645,55,Female,TP. Hồ Chí Minh,New,Classic,3
CUST-69753,53,Female,Biên Hòa,Silver,Sporty,7
CUST-62173,51,Female,TP. Hồ Chí Minh,Gold,Elegant,11
CUST-98108,45,Female,Hải Phòng,New,Classic,4
CUST-94144,51,Female,Hà Nội,New,Classic,1
CUST-52186,62,Female,Cần Thơ,New,Elegant,1
CUST-86265,51,Female,TP. Hồ Chí Minh,New,Sporty,4
CUST-48833,44,Female,TP. Hồ Chí Minh,Silver,Sporty,3
CUST-66242,48,Male,TP. Hồ Chí Minh,New,Classic,1
CUST-79434,53,Female,Hà Nội,Silver,Sporty,5
CUST-61823,49,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-80157,55,Female,TP. Hồ Chí Minh,Gold,Sporty,18
CUST-32200,56,Female,Đà Nẵng,Silver,Formal,5
CUST-59741,59,Female,Vũng Tàu,Silver,Elegant,5
CUST-15370,63,Female,TP. Hồ Chí Minh,Silver,Casual,3
CUST-35092,59,Female,Đà Lạt,New,Casual,0
CUST-10135,44,Female,TP. Hồ Chí Minh,Silver,Classic,3
CUST-87457,44,Female,Hà Nội,Silver,Classic,6
CUST-40743,51,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-23771,48,Male,TP. Hồ Chí Minh,Gold,Elegant,16
CUST-25715,42,Female,TP. Hồ Chí Minh,New,Elegant,3
CUST-38571,48,Female,Huế,Silver,Elegant,2
CUST-36552,48,Female,Hải Phòng,New,Casual,2
CUST-31385,46,Female,Đà Nẵng,Silver,Classic,1
CUST-85717,49,Male,TP. Hồ Chí Minh,New,Classic,1
CUST-36525,61,Female,TP. Hồ Chí Minh,New,Elegant,1
CUST-12215,53,Female,Đà Nẵng,New,Elegant,1
CUST-67896,71,Female,Hà Nội,Gold,Casual,14
CUST-64924,53,Female,Hà Nội,New,Elegant,1
CUST-62342,49,Female,TP. Hồ Chí Minh,Silver,Casual,5
CUST-29105,52,Male,Hà Nội,Silver,Classic,8
CUST-75773,54,Female,Hải Phòng,Silver,Casual,7
CUST-97188,55,Female,Hà Nội,New,Classic,1
CUST-56921,68,Female,Hà Nội,Silver,Formal,5
CUST-37115,45,Female,Đà Lạt,Gold,Elegant,19
CUST-90552,58,Male,Vũng Tàu,New,Formal,2
CUST-88941,53,Female,TP. Hồ Chí Minh,New,Elegant,1
CUST-38829,40,Female,TP. Hồ Chí Minh,Gold,Elegant,11
CUST-59664,58,Female,Nha Trang,New,Classic,1
CUST-30832,62,Female,Hà Nội,New,Elegant,3
CUST-44233,45,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-89488,51,Female,Hà Nội,Silver,Formal,9
CUST-40724,40,Female,TP. Hồ Chí Minh,Gold,Casual,17
CUST-35215,41,Female,Vũng Tàu,Silver,Casual,2
CUST-96891,60,Female,Cần Thơ,Silver,Sporty,7
CUST-57930,48,Female,Vũng Tàu,New,Classic,1
CUST-54586,43,Female,Cần Thơ,New,Elegant,1
CUST-76640,53,Female,Đà Nẵng,New,Formal,1
CUST-95284,47,Female,Cần Thơ,New,Elegant,2
CUST-95008,48,Female,Hải Phòng,New,Elegant,2
CUST-88645,57,Female,TP. Hồ Chí Minh,Silver,Elegant,6
CUST-47256,42,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-49856,44,Female,Đà Nẵng,New,Classic,1
CUST-40425,53,Female,TP. Hồ Chí Minh,New,Classic,0
CUST-88057,59,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-66239,61,Female,Hà Nội,New,Casual,2
CUST-95364,46,Female,Đà Nẵng,New,Formal,1
CUST-50175,59,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-36750,45,Female,TP. Hồ Chí Minh,Silver,Elegant,8
CUST-11566,66,Male,TP. Hồ Chí Minh,Silver,Casual,5
CUST-59175,42,Female,Hà Nội,Gold,Elegant,11
CUST-27902,62,Female,Biên Hòa,Silver,Classic,8
CUST-41099,46,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-15953,68,Female,TP. Hồ Chí Minh,Gold,Casual,11
CUST-17305,56,Female,Hà Nội,Silver,Elegant,6
CUST-42387,43,Female,Huế,Silver,Casual,0
CUST-19131,47,Female,Hải Phòng,New,Casual,1
CUST-21910,58,Female,TP. Hồ Chí Minh,New,Formal,1
CUST-40499,60,Female,TP. Hồ Chí Minh,New,Classic,1
CUST-54048,51,Female,Cần Thơ,New,Casual,3
CUST-29456,52,Female,Biên Hòa,Silver,Casual,3
CUST-91137,58,Female,TP. Hồ Chí Minh,New,Elegant,2
CUST-53951,53,Female,Hà Nội,Silver,Casual,5
CUST-44782,41,Female,Hà Nội,Gold,Casual,19
CUST-15344,45,Female,Hà Nội,New,Elegant,3
CUST-62765,53,Female,Cần Thơ,New,Classic,3
CUST-75131,61,Female,Vũng Tàu,New,Classic,2
CUST-72134,64,Female,Vũng Tàu,New,Casual,1
CUST-85858,58,Female,Nha Trang,Gold,Elegant,12
CUST-98439,54,Female,Hà Nội,Silver,Classic,3
CUST-26551,57,Female,Vũng Tàu,Silver,Elegant,5
CUST-60965,46,Female,TP. Hồ Chí Minh,Silver,Casual,2
CUST-20580,50,Female,TP. Hồ Chí Minh,Silver,Casual,10
CUST-22130,45,Female,Hải Phòng,Silver,Classic,5
CUST-57358,42,Female,Hà Nội,New,Classic,0
CUST-46168,54,Female,Nha Trang,New,Classic,2
CUST-78737,53,Female,Vũng Tàu,New,Classic,3
CUST-36276,57,Female,Nha Trang,Silver,Casual,10
CUST-66588,56,Female,Nha Trang,Gold,Elegant,18
CUST-98552,53,Female,TP. Hồ Chí Minh,Silver,Casual,6
CUST-57309,56,Male,Hà Nội,Silver,Casual,3
CUST-81591,51,Female,Nha Trang,Gold,Formal,18
CUST-47673,55,Female,Đà Nẵng,New,Elegant,1
CUST-73631,46,Female,Đà Lạt,New,Classic,2
CUST-49887,54,Female,Hà Nội,Gold,Elegant,12
CUST-40318,57,Female,TP. Hồ Chí Minh,Gold,Formal,8
CUST-69854,46,Female,TP. Hồ Chí Minh,Silver,Casual,3
CUST-17520,52,Female,Hải Phòng,New,Casual,2
CUST-70237,47,Female,Nha Trang,Gold,Casual,15
CUST-26634,47,Female,Biên Hòa,Silver,Elegant,4
CUST-86822,43,Female,TP. Hồ Chí Minh,Silver,Casual,5
CUST-88616,62,Female,TP. Hồ Chí Minh,New,Formal,0
CUST-58742,60,Female,Hà Nội,Silver,Elegant,6
CUST-34370,56,Female,TP. Hồ Chí Minh,Silver,Sporty,4
CUST-20158,67,Female,TP. Hồ Chí Minh,Gold,Formal,16
CUST-45200,50,Female,Đà Nẵng,Silver,Sporty,3
CUST-49815,75,Male,TP. Hồ Chí Minh,Silver,Formal,2
CUST-62350,50,Male,TP. Hồ Chí Minh,Silver,Elegant,1
CUST-72933,54,Female,Hải Phòng,Silver,Casual,11
CUST-36511,48,Female,Nha Trang,New,Elegant,2
CUST-90041,54,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-85679,58,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-79141,51,Female,Cần Thơ,Silver,Formal,4
CUST-40866,66,Female,Nha Trang,New,Elegant,1
CUST-56490,53,Male,Nha Trang,New,Elegant,1
CUST-85633,54,Male,Hà Nội,Gold,Elegant,13
CUST-46806,44,Female,Đà Nẵng,Silver,Casual,4
CUST-31078,55,Female,Đà Lạt,New,Elegant,0
CUST-32585,50,Female,TP. Hồ Chí Minh,New,Elegant,0
CUST-69568,47,Female,TP. Hồ Chí Minh,Silver,Elegant,7
CUST-64158,45,Male,Vũng Tàu,New,Classic,1
CUST-89439,73,Female,Hà Nội,New,Sporty,1
CUST-72071,49,Female,Cần Thơ,New,Classic,1
CUST-45599,40,Female,Huế,New,Elegant,2
CUST-77379,46,Female,Hà Nội,Silver,Elegant,5
CUST-12626,51,Female,Cần Thơ,New,Elegant,0
CUST-57065,56,Female,TP. Hồ Chí Minh,Silver,Classic,6
CUST-70076,56,Female,Huế,New,Elegant,0
CUST-33326,57,Female,Đà Lạt,New,Elegant,2
CUST-55649,46,Female,Huế,New,Elegant,1
CUST-94422,54,Female,Hà Nội,Gold,Classic,15
CUST-10399,44,Female,Cần Thơ,New,Casual,1
CUST-49363,47,Female,Biên Hòa,New,Elegant,2
CUST-86122,44,Female,Hải Phòng,New,Casual,1
CUST-30727,42,Female,Đà Nẵng,Silver,Casual,6
CUST-65168,60,Female,Hà Nội,New,Formal,0
CUST-19039,57,Female,Huế,Gold,Elegant,14
CUST-30806,59,Female,Hà Nội,Silver,Casual,4
CUST-90535,52,Female,TP. Hồ Chí Minh,Silver,Formal,6
CUST-14343,58,Female,Biên Hòa,Silver,Sporty,9
CUST-43873,40,Female,Biên Hòa,New,Formal,0
CUST-81050,58,Female,Vũng Tàu,Gold,Elegant,18
CUST-44904,53,Female,TP. Hồ Chí Minh,Gold,Sporty,15
CUST-75600,57,Female,Hà Nội,New,Formal,1
CUST-75640,55,Female,TP. Hồ Chí Minh,Silver,Elegant,3
CUST-86783,44,Female,Hà Nội,New,Elegant,3
CUST-10720,40,Female,Huế,Silver,Formal,6
CUST-78646,46,Male,Đà Nẵng,Silver,Elegant,3
CUST-68293,56,Female,TP. Hồ Chí Minh,Gold,Casual,7
CUST-73283,57,Male,Hà Nội,New,Classic,3
CUST-77669,41,Female,TP. Hồ Chí Minh,Silver,Casual,4
CUST-69917,44,Male,Huế,Silver,Elegant,6
CUST-92654,46,Male,Cần Thơ,New,Casual,2
CUST-19696,49,Male,Hà Nội,Silver,Classic,2
CUST-42739,41,Female,Hà Nội,Silver,Formal,1
CUST-14321,40,Female,TP. Hồ Chí Minh,Silver,Elegant,4
CUST-94574,45,Female,Hà Nội,Gold,Elegant,9
CUST-43070,52,Female,Biên Hòa,New,Elegant,0
CUST-14885,42,Female,Hải Phòng,New,Elegant,2
CUST-13280,51,Male,Hà Nội,New,Sporty,2
CUST-31152,60,Female,Nha Trang,New,Elegant,1
CUST-82992,41,Female,TP. Hồ Chí Minh,New,Elegant,1
CUST-49441,50,Female,TP. Hồ Chí Minh,Gold,Formal,16
CUST-92056,60,Female,Đà Nẵng,New,Elegant,1
CUST-33613,48,Female,Hà Nội,Silver,Elegant,3
CUST-81174,47,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-57956,61,Female,Huế,New,Classic,2
CUST-59292,49,Female,Biên Hòa,Silver,Formal,7
CUST-29694,60,Female,TP. Hồ Chí Minh,Silver,Casual,3
CUST-17527,55,Female,Hải Phòng,New,Elegant,1
CUST-67669,49,Female,TP. Hồ Chí Minh,Gold,Casual,11
CUST-80436,55,Female,Đà Nẵng,New,Formal,2
CUST-16569,54,Male,TP. Hồ Chí Minh,New,Classic,1
CUST-46526,60,Female,Đà Nẵng,New,Casual,1
CUST-31469,47,Female,Hà Nội,Silver,Classic,7
CUST-96790,52,Female,Biên Hòa,New,Classic,3
CUST-38867,51,Female,Đà Lạt,Silver,Casual,5
CUST-51267,57,Female,TP. Hồ Chí Minh,Silver,Elegant,7
CUST-86312,43,Female,Nha Trang,New,Classic,0
CUST-97470,60,Female,Hà Nội,Gold,Elegant,12
CUST-87661,55,Female,Cần Thơ,New,Casual,1
CUST-53463,41,Female,TP. Hồ Chí Minh,New,Casual,2
CUST-95495,61,Male,Hà Nội,New,Classic,3
CUST-78995,69,Female,Hải Phòng,New,Elegant,4
CUST-55105,60,Female,TP. Hồ Chí Minh,New,Formal,1
CUST-13634,63,Female,Đà Nẵng,New,Classic,2
CUST-36431,52,Female,Đà Nẵng,Silver,Elegant,5
CUST-20994,40,Female,Hà Nội,New,Elegant,1
CUST-10418,40,Female,Hà Nội,New,Classic,1
CUST-40756,54,Female,Đà Nẵng,Silver,Elegant,4
CUST-66544,47,Female,Hải Phòng,New,Formal,3
CUST-76573,44,Male,Hà Nội,Silver,Casual,12
CUST-96135,51,Female,TP. Hồ Chí Minh,Silver,Elegant,3
CUST-75133,56,Female,Đà Nẵng,New,Classic,1
CUST-82921,40,Female,Hải Phòng,New,Elegant,3
CUST-35586,48,Female,Nha Trang,New,Elegant,2
CUST-23671,64,Female,TP. Hồ Chí Minh,New,Casual,1
CUST-97402,43,Female,Đà Nẵng,Silver,Elegant,3
CUST-19521,58,Female,Đà Nẵng,Silver,Formal,2
CUST-96094,48,Female,TP. Hồ Chí Minh,Silver,Classic,8
CUST-47005,56,Male,Hà Nội,New,Elegant,2
CUST-68068,60,Male,Hà Nội,Gold,Sporty,17
CUST-95361,57,Male,Huế,New,Classic,0
CUST-59103,59,Female,Hà Nội,Gold,Elegant,5
CUST-99015,42,Female,Hải Phòng,Silver,Classic,2
CUST-49071,60,Female,Đà Nẵng,New,Sporty,2
CUST-81843,45,Male,TP. Hồ Chí Minh,New,Classic,0
CUST-75025,54,Female,Huế,New,Classic,2
CUST-55023,54,Female,Hải Phòng,Gold,Classic,11
CUST-20130,55,Female,Hà Nội,New,Elegant,0
CUST-16585,54,Female,Nha Trang,Gold,Elegant,17
CUST-86959,45,Male,TP. Hồ Chí Minh,Silver,Classic,5
CUST-50907,41,Female,TP. Hồ Chí Minh,New,Formal,3
CUST-79432,58,Female,Cần Thơ,Silver,Casual,4
CUST-65348,53,Female,Hải Phòng,New,Elegant,0
CUST-95523,61,Female,TP. Hồ Chí Minh,New,Classic,2
CUST-99847,51,Female,Vũng Tàu,Gold,Elegant,16
CUST-73992,40,Male,Hải Phòng,New,Classic,1
CUST-55735,59,Female,Đà Nẵng,Gold,Casual,18
CUST-90210,49,Female,Hà Nội,Gold,Elegant,16
CUST-67795,54,Female,TP. Hồ Chí Minh,New,Formal,2
CUST-77612,46,Female,TP. Hồ Chí Minh,Silver,Classic,4
CUST-97444,65,Female,Hải Phòng,New,Casual,1
CUST-52401,44,Female,TP. Hồ Chí Minh,Silver,Formal,1
CUST-88056,49,Male,Cần Thơ,Gold,Casual,18
CUST-65087,52,Female,TP. Hồ Chí Minh,Gold,Formal,15
CUST-81286,43,Female,Cần Thơ,Gold,Formal,14
CUST-97186,54,Female,Nha Trang,New,Classic,3
CUST-73359,64,Female,Cần Thơ,Silver,Elegant,6
CUST-66281,48,Female,Nha Trang,New,Elegant,1
CUST-56695,55,Male,Đà Lạt,Gold,Formal,13
CUST-72433,40,Female,Hà Nội,New,Elegant,2
CUST-25122,51,Male,Hải Phòng,New,Sporty,1
CUST-34690,49,Female,Biên Hòa,New,Classic,2
CUST-46902,45,Female,Đà Nẵng,New,Casual,0
CUST-10649,60,Female,Hà Nội,New,Classic,1
CUST-60313,49,Female,Vũng Tàu,New,Sporty,1
